"No.","Time","Source","Destination","Protocol","Length","Info"
"6629","459.268546898","192.168.1.1","239.255.255.250","SSDP","376","NOTIFY * HTTP/1.1 "
"6630","459.376481340","192.168.1.46","192.168.1.47","UDP","42","56316  >  34570 Len=0"
"6631","459.569221160","192.168.1.1","239.255.255.250","SSDP","376","NOTIFY * HTTP/1.1 "
"6632","459.571513398","192.168.1.1","239.255.255.250","SSDP","431","NOTIFY * HTTP/1.1 "
"6633","459.574236778","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"6634","459.876545496","192.168.1.1","239.255.255.250","SSDP","431","NOTIFY * HTTP/1.1 "
"6635","459.878765168","192.168.1.1","239.255.255.250","SSDP","441","NOTIFY * HTTP/1.1 "
"6637","459.881947772","192.168.1.1","239.255.255.250","SSDP","441","NOTIFY * HTTP/1.1 "
"6639","460.183551691","192.168.1.49","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"6640","460.376997224","192.168.1.46","192.168.1.47","UDP","42","56316  >  20717 Len=0"
"6641","460.489965026","192.168.1.49","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"6642","460.797234285","192.168.1.49","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"6643","460.898651887","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"6645","461.377100190","192.168.1.46","192.168.1.47","UDP","42","56316  >  25157 Len=0"
"6646","461.845031262","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"6647","462.332829201","192.168.1.49","224.0.0.251","MDNS","103","Standard query 0x001f PTR _233637DE._sub._googlecast._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question"
"6648","462.377860325","192.168.1.46","192.168.1.47","UDP","42","56316  >  53589 Len=0"
"6649","462.641321810","192.168.1.34","224.0.0.251","MDNS","405","Standard query response 0x0000 PTR Google-Home-Mini-c9aba702a5ab3451e9503068da1d4368._googlecast._tcp.local TXT, cache flush SRV, cache flush 0 0 8009 c9aba702-a5ab-3451-e950-3068da1d4368.local A, cache flush 192.168.1.34"
"6650","462.685811931","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"6651","463.378774161","192.168.1.46","192.168.1.47","UDP","42","56316  >  49220 Len=0"
"6652","463.970645552","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"6653","464.379311758","192.168.1.46","192.168.1.47","UDP","42","56316  >  36669 Len=0"
"6655","464.829415413","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"6656","465.379953111","192.168.1.46","192.168.1.47","UDP","42","56316  >  18821 Len=0"
"6657","465.410287949","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"6660","466.381101508","192.168.1.46","192.168.1.47","UDP","42","56316  >  1031 Len=0"
"6661","466.641383501","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"6662","467.381939487","192.168.1.46","192.168.1.47","UDP","42","56316  >  8010 Len=0"
"6663","467.951119186","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"6665","468.382455260","192.168.1.46","192.168.1.47","UDP","42","56316  >  1013 Len=0"
"6666","468.481253264","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"6667","469.383593082","192.168.1.46","192.168.1.47","UDP","42","56316  >  22695 Len=0"
"6668","469.803995746","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"6669","470.004601723","192.168.1.49","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"6670","470.320347717","192.168.1.49","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"6671","470.384406917","192.168.1.46","192.168.1.47","UDP","42","56316  >  800 Len=0"
"6672","470.627530396","192.168.1.49","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"6673","471.068834694","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"6674","471.384906634","192.168.1.46","192.168.1.47","UDP","42","56316  >  17321 Len=0"
"6675","471.388327150","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"6676","472.385905839","192.168.1.46","192.168.1.47","UDP","42","56316  >  51905 Len=0"
"6692","472.879350274","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"6701","473.386477185","192.168.1.46","192.168.1.47","UDP","42","56316  >  21948 Len=0"
"6725","473.851034965","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"6762","474.387128239","192.168.1.46","192.168.1.47","UDP","42","56316  >  16766 Len=0"
"6763","474.624297350","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"6764","475.388010170","192.168.1.46","192.168.1.47","UDP","42","56316  >  61322 Len=0"
"6774","475.951309910","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"6775","476.388560811","192.168.1.46","192.168.1.47","UDP","42","56316  >  965 Len=0"
"6776","476.585323092","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"6780","477.389073474","192.168.1.46","192.168.1.47","UDP","42","56316  >  49204 Len=0"
"6782","478.215499345","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"6783","478.389321490","192.168.1.46","192.168.1.47","UDP","42","56316  >  22123 Len=0"
"6784","478.393780055","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"6786","479.229808153","192.168.1.1","239.255.255.250","SSDP","367","NOTIFY * HTTP/1.1 "
"6787","479.231751652","192.168.1.1","239.255.255.250","SSDP","367","NOTIFY * HTTP/1.1 "
"6788","479.390394226","192.168.1.46","192.168.1.47","UDP","42","56316  >  514 Len=0"
"6789","479.537051348","192.168.1.1","239.255.255.250","SSDP","376","NOTIFY * HTTP/1.1 "
"6790","479.539139975","192.168.1.1","239.255.255.250","SSDP","376","NOTIFY * HTTP/1.1 "
"6791","479.541329566","192.168.1.1","239.255.255.250","SSDP","431","NOTIFY * HTTP/1.1 "
"6792","479.671918584","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"6793","479.844548255","192.168.1.1","239.255.255.250","SSDP","431","NOTIFY * HTTP/1.1 "
"6794","479.846788977","192.168.1.1","239.255.255.250","SSDP","441","NOTIFY * HTTP/1.1 "
"6795","479.849007451","192.168.1.1","239.255.255.250","SSDP","441","NOTIFY * HTTP/1.1 "
"6797","480.151338285","192.168.1.49","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"6798","480.391205143","192.168.1.46","192.168.1.47","UDP","42","56316  >  32815 Len=0"
"6799","480.457872429","192.168.1.49","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"6800","480.765070304","192.168.1.49","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"6801","480.894958118","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"6805","481.391785165","192.168.1.46","192.168.1.47","UDP","42","56316  >  38615 Len=0"
"6806","481.395281483","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"6809","482.392946574","192.168.1.46","192.168.1.47","UDP","42","56316  >  19047 Len=0"
"6810","482.608003686","192.168.1.49","224.0.0.251","MDNS","103","Standard query 0x0020 PTR _233637DE._sub._googlecast._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question"
"6811","482.916428780","192.168.1.34","224.0.0.251","MDNS","405","Standard query response 0x0000 PTR Google-Home-Mini-c9aba702a5ab3451e9503068da1d4368._googlecast._tcp.local TXT, cache flush SRV, cache flush 0 0 8009 c9aba702-a5ab-3451-e950-3068da1d4368.local A, cache flush 192.168.1.34"
"6812","482.919352826","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"6814","483.393090499","192.168.1.46","192.168.1.47","UDP","42","56316  >  2048 Len=0"
"6815","483.534334647","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"6816","484.394077290","192.168.1.46","192.168.1.47","UDP","42","56316  >  1028 Len=0"
"6817","484.860001104","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"6818","485.394696451","192.168.1.46","192.168.1.47","UDP","42","56316  >  1524 Len=0"
"6820","485.719366502","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"6825","486.294851269","192.168.1.43","224.0.0.251","MDNS","214","Standard query 0x0000 PTR _homekit._tcp.local, ""QM"" question PTR _companion-link._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR Air Julia._companion-link._tcp.local PTR 50-35-10-70.1 Kalanda._sleep-proxy._udp.local OPT"
"6826","486.296249865","fe80::426:7c3a:7184:9ebb","ff02::fb","MDNS","234","Standard query 0x0000 PTR _homekit._tcp.local, ""QM"" question PTR _companion-link._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR Air Julia._companion-link._tcp.local PTR 50-35-10-70.1 Kalanda._sleep-proxy._udp.local OPT"
"6827","486.395474605","192.168.1.46","192.168.1.47","UDP","42","56316  >  9876 Len=0"
"6828","487.019847180","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"6829","487.395953604","192.168.1.46","192.168.1.47","UDP","42","56316  >  49163 Len=0"
"6830","487.865293520","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"6831","488.396580963","192.168.1.46","192.168.1.47","UDP","42","56316  >  22799 Len=0"
"6832","488.449852059","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"6834","489.397025699","192.168.1.46","192.168.1.47","UDP","42","56316  >  48189 Len=0"
"6837","489.775278009","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"6848","490.288938835","192.168.1.49","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"6850","490.397747045","192.168.1.46","192.168.1.47","UDP","42","56316  >  32770 Len=0"
"6863","490.595429434","192.168.1.49","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"6875","490.682178507","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"6895","490.902552277","192.168.1.49","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"6943","491.398582527","192.168.1.46","192.168.1.47","UDP","42","56316  >  683 Len=0"
"6987","491.902036244","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"7027","492.399192571","192.168.1.46","192.168.1.47","UDP","42","56316  >  55043 Len=0"
"7029","492.442480034","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"7079","493.400371849","192.168.1.46","192.168.1.47","UDP","42","56316  >  31109 Len=0"
"7119","493.770068452","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"7199","494.400942047","192.168.1.46","192.168.1.47","UDP","42","56316  >  67 Len=0"
"7203","494.678384132","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"7384","495.401765523","192.168.1.46","192.168.1.47","UDP","42","56316  >  21318 Len=0"
"7386","495.882437475","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"7387","496.402441709","192.168.1.46","192.168.1.47","UDP","42","56316  >  17823 Len=0"
"7388","496.435639529","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"7389","497.403586997","192.168.1.46","192.168.1.47","UDP","42","56316  >  20409 Len=0"
"7390","497.665735733","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"7391","498.404497837","192.168.1.46","192.168.1.47","UDP","42","56316  >  407 Len=0"
"7394","499.026815927","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"7399","499.197801745","192.168.1.1","239.255.255.250","SSDP","367","NOTIFY * HTTP/1.1 "
"7401","499.200242694","192.168.1.1","239.255.255.250","SSDP","367","NOTIFY * HTTP/1.1 "
"7402","499.405052452","192.168.1.46","192.168.1.47","UDP","42","56316  >  34433 Len=0"
"7403","499.505044172","192.168.1.1","239.255.255.250","SSDP","376","NOTIFY * HTTP/1.1 "
"7404","499.506984498","192.168.1.1","239.255.255.250","SSDP","376","NOTIFY * HTTP/1.1 "
"7405","499.509145881","192.168.1.1","239.255.255.250","SSDP","431","NOTIFY * HTTP/1.1 "
"7406","499.812457612","192.168.1.1","239.255.255.250","SSDP","431","NOTIFY * HTTP/1.1 "
"7407","499.814803982","192.168.1.1","239.255.255.250","SSDP","441","NOTIFY * HTTP/1.1 "
"7408","499.818075140","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"7409","500.119689134","192.168.1.1","239.255.255.250","SSDP","441","NOTIFY * HTTP/1.1 "
"7411","500.121467206","192.168.1.49","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"7412","500.405781521","192.168.1.46","192.168.1.47","UDP","42","56316  >  58640 Len=0"
"7413","500.425693863","192.168.1.49","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"7414","500.430278337","192.168.1.47","192.168.1.46","ICMP","70","Destination unreachable (Port unreachable)"
"7416","500.597680028","192.168.1.49","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"7417","501.406906177","192.168.1.46","192.168.1.47","UDP","42","56316  >  47765 Len=0"
"7418","501.654237761","192.168.1.34","224.0.0.251","MDNS","81","Standard query 0x0000 PTR _googlerpc._tcp.local, ""QM"" question"
"7419","501.655083184","192.168.1.34","224.0.0.251","MDNS","91","Standard query 0x0000 SRV googlerpc._googlerpc._tcp.local, ""QM"" question"
